ID,Date,City,Street,SKU,Units,Cost_Per_Unit
POS-03793,2023-05-30,Kathmandu-DurbarMarg,King's Way 101,Drone-HD,6,2039.7157604324452
POS-03794,2023-03-11,Butwal-Chowk,Traffic Chowk E,VR-Headset,3,2615.0410695188116
POS-03795,2023-12-15,Kathmandu-DurbarMarg,King's Way 101,Gaming-Console,1,129.60533029191797
POS-03796,2023-11-11,Lalitpur-Patan,Pulchowk Rd,VR-Headset,4,733.4467200037601
POS-03797,2023-05-02,Pokhara-Lakeside,Baidam Street 6,Gaming-Console,5,4336.076372663229
POS-03798,2023-08-02,Kathmandu-DurbarMarg,King's Way 101,4K-TV,3,4991.852611411231
POS-03799,2023-03-14,Lalitpur-Patan,Pulchowk Rd,4K-TV,5,1364.63154628451
POS-03800,2023-08-09,Biratnagar-Main,Hospital Rd,Drone-HD,2,1402.8446269518909
POS-03801,2023-01-07,Butwal-Chowk,Traffic Chowk E,Gaming-Console,9,4825.547610059662
POS-03802,2023-09-25,Biratnagar-Main,Hospital Rd,Solar-Battery,9,1190.7741431132613
POS-03803,2023-06-07,Lalitpur-Patan,Pulchowk Rd,Solar-Battery,9,2838.4962880384446
POS-03804,2023-04-11,Biratnagar-Main,Hospital Rd,Smart-Hub,1,293.5449273605743
POS-03805,2023-08-24,Biratnagar-Main,Hospital Rd,VR-Headset,9,1332.1302665653857
POS-03806,2023-02-19,Butwal-Chowk,Traffic Chowk E,VR-Headset,7,1261.3599396968034
POS-03807,2023-06-20,Pokhara-Lakeside,Baidam Street 6,Drone-HD,2,2910.310169554478
POS-03808,2023-07-23,Kathmandu-DurbarMarg,King's Way 101,Drone-HD,4,4859.633299806826
POS-03809,2023-10-03,Butwal-Chowk,Traffic Chowk E,Gaming-Console,5,1798.4652080418232
POS-03810,2023-08-31,Kathmandu-DurbarMarg,King's Way 101,Drone-HD,7,2783.021618532307
POS-03811,2023-10-15,Butwal-Chowk,Traffic Chowk E,Smart-Hub,5,2176.4893938743107
POS-03812,2023-09-28,Lalitpur-Patan,Pulchowk Rd,Gaming-Console,5,92.78037996066351
POS-03813,2023-09-16,Butwal-Chowk,Traffic Chowk E,Drone-HD,6,2747.805109456547
POS-03814,2023-11-26,Pokhara-Lakeside,Baidam Street 6,Gaming-Console,3,291.5955963725037
POS-03815,2023-06-28,Kathmandu-DurbarMarg,King's Way 101,VR-Headset,2,2155.6558963996417
POS-03816,2023-01-28,Butwal-Chowk,Traffic Chowk E,Drone-HD,5,4273.61897915932
POS-03817,2023-03-08,Butwal-Chowk,Traffic Chowk E,Smart-Hub,6,2092.988866522253
POS-03818,2023-06-23,Kathmandu-DurbarMarg,King's Way 101,4K-TV,6,2890.3172509135866
POS-03819,2023-07-11,Butwal-Chowk,Traffic Chowk E,Gaming-Console,5,4664.055409852005
POS-03820,2023-09-22,Butwal-Chowk,Traffic Chowk E,VR-Headset,6,3931.96036029358
POS-03821,2023-02-21,Kathmandu-DurbarMarg,King's Way 101,VR-Headset,6,2461.0675511500212
POS-03822,2023-02-10,Pokhara-Lakeside,Baidam Street 6,Solar-Battery,6,934.9289569265072
POS-03823,2023-01-30,Lalitpur-Patan,Pulchowk Rd,Gaming-Console,4,1106.9552472710427
POS-03824,2023-08-28,Kathmandu-DurbarMarg,King's Way 101,VR-Headset,2,1106.7013602739155
POS-03825,2023-05-04,Butwal-Chowk,Traffic Chowk E,Drone-HD,8,115.56745530854212
POS-03826,2023-09-05,Pokhara-Lakeside,Baidam Street 6,Solar-Battery,1,4483.878015063456
POS-03827,2023-05-14,Biratnagar-Main,Hospital Rd,Solar-Battery,8,2260.9484809412565
POS-03828,2023-10-30,Butwal-Chowk,Traffic Chowk E,Drone-HD,7,1289.1671078613913
POS-03829,2023-08-08,Lalitpur-Patan,Pulchowk Rd,VR-Headset,1,2872.6652161448815
POS-03830,2023-03-03,Lalitpur-Patan,Pulchowk Rd,4K-TV,7,2051.2534055746723
POS-03831,2023-09-23,Biratnagar-Main,Hospital Rd,4K-TV,6,883.415424873764
POS-03832,2023-09-15,Biratnagar-Main,Hospital Rd,4K-TV,9,3240.517223478515
POS-03833,2023-11-10,Biratnagar-Main,Hospital Rd,4K-TV,1,2403.8590137789197
POS-03834,2023-05-19,Butwal-Chowk,Traffic Chowk E,4K-TV,3,4132.840924937724
POS-03835,2023-04-21,Kathmandu-DurbarMarg,King's Way 101,Smart-Hub,5,2315.935411310936
POS-03836,2023-08-03,Biratnagar-Main,Hospital Rd,Drone-HD,9,4954.327654377342
POS-03837,2023-11-20,Lalitpur-Patan,Pulchowk Rd,Smart-Hub,8,1680.4851500693085
POS-03838,2023-07-31,Kathmandu-DurbarMarg,King's Way 101,Solar-Battery,1,4855.5223262019645
POS-03839,2023-03-10,Biratnagar-Main,Hospital Rd,VR-Headset,1,1168.291103632998
POS-03840,2023-11-24,Kathmandu-DurbarMarg,King's Way 101,4K-TV,4,673.5998399470357
POS-03841,2023-10-25,Lalitpur-Patan,Pulchowk Rd,Solar-Battery,3,2562.171641435347
POS-03842,2023-09-19,Butwal-Chowk,Traffic Chowk E,4K-TV,6,3912.9834993403674
POS-03843,2023-12-02,Kathmandu-DurbarMarg,King's Way 101,4K-TV,6,2341.430258801894
POS-03844,2023-10-02,Butwal-Chowk,Traffic Chowk E,Gaming-Console,7,1803.7454448554392
POS-03845,2023-11-09,Pokhara-Lakeside,Baidam Street 6,Solar-Battery,1,2822.069491459197
POS-03846,2023-10-05,Butwal-Chowk,Traffic Chowk E,4K-TV,8,3144.595194760168
POS-03847,2023-05-07,Kathmandu-DurbarMarg,King's Way 101,Smart-Hub,1,1942.98609945762
POS-03848,2023-08-18,Butwal-Chowk,Traffic Chowk E,Drone-HD,1,3003.21686931711
POS-03849,2023-07-18,Lalitpur-Patan,Pulchowk Rd,Smart-Hub,8,3443.9488166536694
POS-03850,2023-06-25,Kathmandu-DurbarMarg,King's Way 101,Gaming-Console,2,1916.8268044987828
POS-03851,2023-06-09,Kathmandu-DurbarMarg,King's Way 101,Drone-HD,6,727.8306997260162
POS-03852,2023-12-26,Butwal-Chowk,Traffic Chowk E,Gaming-Console,3,654.6133719098331
POS-03853,2023-03-02,Biratnagar-Main,Hospital Rd,Smart-Hub,5,4427.804837633909
POS-03854,2023-12-20,Butwal-Chowk,Traffic Chowk E,Drone-HD,5,3779.305140051693
POS-03855,2023-10-25,Lalitpur-Patan,Pulchowk Rd,Solar-Battery,9,3627.3300946213453
POS-03856,2023-10-04,Kathmandu-DurbarMarg,King's Way 101,Drone-HD,9,4955.107368436975
POS-03857,2023-10-11,Pokhara-Lakeside,Baidam Street 6,4K-TV,4,202.85542798930686
POS-03858,2023-09-06,Lalitpur-Patan,Pulchowk Rd,Drone-HD,3,4891.575988659547
POS-03859,2023-09-20,Kathmandu-DurbarMarg,King's Way 101,VR-Headset,7,2179.123731189505
POS-03860,2023-07-04,Lalitpur-Patan,Pulchowk Rd,4K-TV,7,1206.7802724869703
POS-03861,2023-10-25,Butwal-Chowk,Traffic Chowk E,Gaming-Console,7,965.8519829614706
POS-03862,2023-02-22,Biratnagar-Main,Hospital Rd,Smart-Hub,9,3619.169387195757
POS-03863,2023-01-07,Butwal-Chowk,Traffic Chowk E,4K-TV,2,-66.75333763554084
POS-03864,2023-11-28,Lalitpur-Patan,Pulchowk Rd,4K-TV,3,1039.081007711362
POS-03865,2023-06-06,Biratnagar-Main,Hospital Rd,Solar-Battery,4,-80.06077427706006
POS-03866,2023-08-03,Lalitpur-Patan,Pulchowk Rd,4K-TV,7,1484.750893972844
POS-03867,2023-07-27,Biratnagar-Main,Hospital Rd,Smart-Hub,8,3780.316465722769
POS-03868,2023-04-26,Lalitpur-Patan,Pulchowk Rd,Solar-Battery,4,2488.300332669969
POS-03869,2023-02-05,Pokhara-Lakeside,Baidam Street 6,Solar-Battery,8,2069.1011530923106
POS-03870,2023-11-14,Lalitpur-Patan,Pulchowk Rd,4K-TV,4,3100.195989666216
POS-03871,2023-05-04,Pokhara-Lakeside,Baidam Street 6,4K-TV,8,1789.9013652905642
POS-03872,2023-07-15,Pokhara-Lakeside,Baidam Street 6,VR-Headset,2,3885.2816186581495
POS-03873,2023-03-10,Kathmandu-DurbarMarg,King's Way 101,Drone-HD,6,2527.3338528289783
POS-03874,2023-08-07,Kathmandu-DurbarMarg,King's Way 101,Drone-HD,5,980.625850206748
POS-03875,2023-04-15,Butwal-Chowk,Traffic Chowk E,Drone-HD,3,3445.755367008212
POS-03876,2023-04-27,Biratnagar-Main,Hospital Rd,Drone-HD,5,2798.400040580015
POS-03877,2023-07-25,Lalitpur-Patan,Pulchowk Rd,4K-TV,9,4560.975165324046
POS-03878,2023-04-20,Kathmandu-DurbarMarg,King's Way 101,Smart-Hub,2,3936.7836650696863
POS-03879,2023-06-29,Pokhara-Lakeside,Baidam Street 6,4K-TV,5,3800.972359646288
POS-03880,2023-05-23,Biratnagar-Main,Hospital Rd,VR-Headset,1,2071.2373456799955
POS-03881,2023-09-02,Biratnagar-Main,Hospital Rd,VR-Headset,9,1809.668345195219
POS-03882,2023-05-29,Lalitpur-Patan,Pulchowk Rd,Drone-HD,4,1264.0180134633642
POS-03883,2023-02-27,Pokhara-Lakeside,Baidam Street 6,Smart-Hub,8,1390.6716446173425
POS-03884,2023-07-31,Biratnagar-Main,Hospital Rd,Drone-HD,4,-49.10438236192659
POS-03885,2023-03-12,Butwal-Chowk,Traffic Chowk E,Solar-Battery,2,2097.6728259568376
POS-03886,2023-03-08,Butwal-Chowk,Traffic Chowk E,Gaming-Console,6,-78.54649396821748
POS-03887,2023-08-02,Lalitpur-Patan,Pulchowk Rd,4K-TV,9,349.15081890582513
POS-03888,2023-06-01,Biratnagar-Main,Hospital Rd,4K-TV,5,1750.6747005230548
POS-03889,2023-04-27,Biratnagar-Main,Hospital Rd,4K-TV,1,1079.0090500509998
POS-03890,2023-11-10,Butwal-Chowk,Traffic Chowk E,VR-Headset,4,2761.2179516733036
POS-03891,2023-02-16,Pokhara-Lakeside,Baidam Street 6,Gaming-Console,5,265.3819834660965
POS-03892,2023-06-04,Biratnagar-Main,Hospital Rd,Solar-Battery,6,4101.443761571502
POS-03893,2023-05-12,Pokhara-Lakeside,Baidam Street 6,Gaming-Console,1,2303.6158994141615
POS-03894,2023-05-24,Butwal-Chowk,Traffic Chowk E,Drone-HD,5,1910.3039638524117
POS-03895,2023-11-17,Lalitpur-Patan,Pulchowk Rd,4K-TV,9,554.7513584278867
POS-03896,2023-05-24,Lalitpur-Patan,Pulchowk Rd,Drone-HD,2,2698.1625386612645
POS-03897,2023-01-10,Kathmandu-DurbarMarg,King's Way 101,Smart-Hub,4,2745.5249989871036
POS-03898,2023-07-27,Kathmandu-DurbarMarg,King's Way 101,Gaming-Console,6,371.84800214982477
POS-03899,2023-02-12,Biratnagar-Main,Hospital Rd,Smart-Hub,2,4476.648254210434
POS-03900,2023-08-25,Biratnagar-Main,Hospital Rd,Gaming-Console,2,1110.7109065955083
POS-03901,2023-02-12,Butwal-Chowk,Traffic Chowk E,VR-Headset,9,1711.0820684840673
POS-03902,2023-07-16,Biratnagar-Main,Hospital Rd,Gaming-Console,8,3138.37833941622
POS-03903,2023-09-22,Pokhara-Lakeside,Baidam Street 6,4K-TV,9,2072.0163919890924
POS-03904,2023-06-03,Biratnagar-Main,Hospital Rd,4K-TV,7,4155.831092236292
POS-03905,2023-08-24,Butwal-Chowk,Traffic Chowk E,VR-Headset,7,3272.5154301921357
POS-03906,2023-10-23,Lalitpur-Patan,Pulchowk Rd,Smart-Hub,2,3592.892035793145
POS-03907,2023-07-17,Butwal-Chowk,Traffic Chowk E,Solar-Battery,4,2758.0747566295377
POS-03908,2023-05-22,Butwal-Chowk,Traffic Chowk E,4K-TV,1,-49.39757144285776
POS-03909,2023-12-07,Butwal-Chowk,Traffic Chowk E,Smart-Hub,8,2021.803838129344
POS-03910,2023-04-30,Butwal-Chowk,Traffic Chowk E,Drone-HD,3,2078.924002672203
POS-03911,2023-05-03,Kathmandu-DurbarMarg,King's Way 101,Solar-Battery,3,2425.1638539581577
POS-03912,2023-02-12,Pokhara-Lakeside,Baidam Street 6,Gaming-Console,9,3542.2430029445018
POS-03913,2023-02-27,Lalitpur-Patan,Pulchowk Rd,4K-TV,4,1086.4462851526805
POS-03914,2023-08-30,Kathmandu-DurbarMarg,King's Way 101,Drone-HD,8,2791.538684020801
POS-03915,2023-08-01,Biratnagar-Main,Hospital Rd,VR-Headset,5,-6.381109961040934
POS-03916,2023-03-22,Kathmandu-DurbarMarg,King's Way 101,Solar-Battery,4,2452.44800168787
POS-03917,2023-01-02,Kathmandu-DurbarMarg,King's Way 101,Smart-Hub,1,3511.707616871788
POS-03918,2023-12-20,Biratnagar-Main,Hospital Rd,Solar-Battery,7,4071.6195127233987
POS-03919,2023-09-06,Lalitpur-Patan,Pulchowk Rd,4K-TV,8,645.4549023303265
POS-03920,2023-12-09,Kathmandu-DurbarMarg,King's Way 101,4K-TV,8,2581.7307070392894
POS-03921,2023-01-28,Biratnagar-Main,Hospital Rd,4K-TV,5,1117.7535406604452
POS-03922,2023-03-21,Lalitpur-Patan,Pulchowk Rd,4K-TV,9,2110.909044579304
POS-03923,2023-12-12,Lalitpur-Patan,Pulchowk Rd,4K-TV,9,884.8208947928143
POS-03924,2023-11-21,Pokhara-Lakeside,Baidam Street 6,4K-TV,5,252.95201967136478
POS-03925,2023-10-20,Biratnagar-Main,Hospital Rd,4K-TV,6,4801.886750851128
POS-03926,2023-08-04,Pokhara-Lakeside,Baidam Street 6,VR-Headset,1,1564.1396265715573
POS-03927,2023-04-27,Butwal-Chowk,Traffic Chowk E,Drone-HD,8,3431.309474623907
POS-03928,2023-09-13,Kathmandu-DurbarMarg,King's Way 101,Drone-HD,9,1436.6066173674112
POS-03929,2023-07-18,Butwal-Chowk,Traffic Chowk E,Solar-Battery,5,2669.7630072329684
POS-03930,2023-05-15,Pokhara-Lakeside,Baidam Street 6,Solar-Battery,6,1127.3782903303243
POS-03931,2023-03-09,Biratnagar-Main,Hospital Rd,Gaming-Console,8,3625.4048177787267
POS-03932,2023-10-17,Kathmandu-DurbarMarg,King's Way 101,4K-TV,3,677.6555148386631
POS-03933,2023-07-02,Butwal-Chowk,Traffic Chowk E,Gaming-Console,3,4562.368389381804
POS-03934,2023-12-10,Kathmandu-DurbarMarg,King's Way 101,Drone-HD,4,4118.990528344361
POS-03935,2023-12-18,Lalitpur-Patan,Pulchowk Rd,VR-Headset,8,1527.440204979204
POS-03936,2023-10-10,Pokhara-Lakeside,Baidam Street 6,4K-TV,7,180.7419604259884
POS-03937,2023-11-17,Lalitpur-Patan,Pulchowk Rd,Gaming-Console,1,-13.501824721718265
POS-03938,2023-01-11,Pokhara-Lakeside,Baidam Street 6,Smart-Hub,2,1674.8770420326418
POS-03939,2023-08-01,Kathmandu-DurbarMarg,King's Way 101,4K-TV,8,2971.7887965881487
POS-03940,2023-09-30,Butwal-Chowk,Traffic Chowk E,Drone-HD,2,773.6449578176798
POS-03941,2023-09-23,Kathmandu-DurbarMarg,King's Way 101,Gaming-Console,9,3064.4768046137274
POS-03942,2023-05-19,Biratnagar-Main,Hospital Rd,Smart-Hub,4,4168.448060514579
POS-03943,2023-11-15,Biratnagar-Main,Hospital Rd,4K-TV,6,1439.2594009760742
POS-03944,2023-03-18,Pokhara-Lakeside,Baidam Street 6,Solar-Battery,9,2573.4671796780867
POS-03945,2023-04-05,Kathmandu-DurbarMarg,King's Way 101,Smart-Hub,9,3663.755530912549
POS-03946,2023-12-05,Biratnagar-Main,Hospital Rd,Smart-Hub,2,2120.4101583042684
POS-03947,2023-08-13,Pokhara-Lakeside,Baidam Street 6,Smart-Hub,8,862.0925710924073
POS-03948,2023-07-30,Kathmandu-DurbarMarg,King's Way 101,4K-TV,5,1340.6362346418919
POS-03949,2023-01-26,Lalitpur-Patan,Pulchowk Rd,Gaming-Console,4,3170.995486891378
POS-03950,2023-01-29,Kathmandu-DurbarMarg,King's Way 101,4K-TV,4,1903.6133246971742
POS-03951,2023-09-22,Biratnagar-Main,Hospital Rd,Solar-Battery,7,2486.1935010237703
POS-03952,2023-04-23,Kathmandu-DurbarMarg,King's Way 101,4K-TV,6,3252.462395119313
POS-03953,2023-09-04,Pokhara-Lakeside,Baidam Street 6,4K-TV,2,1497.2175108395718
POS-03954,2023-03-07,Lalitpur-Patan,Pulchowk Rd,Smart-Hub,6,329.43247100673193
POS-03955,2023-09-05,Biratnagar-Main,Hospital Rd,Drone-HD,4,4950.6893780401215
POS-03956,2023-09-09,Pokhara-Lakeside,Baidam Street 6,Solar-Battery,2,2690.9716307254434
POS-03957,2023-09-26,Lalitpur-Patan,Pulchowk Rd,Drone-HD,6,3438.322338163886
POS-03958,2023-03-19,Butwal-Chowk,Traffic Chowk E,Gaming-Console,7,-88.64353421727323
POS-03959,2023-08-30,Kathmandu-DurbarMarg,King's Way 101,Gaming-Console,1,4425.185610333578
POS-03960,2023-10-13,Butwal-Chowk,Traffic Chowk E,Solar-Battery,3,4546.466126035269
POS-03961,2023-07-11,Lalitpur-Patan,Pulchowk Rd,Drone-HD,8,518.6922624654384
POS-03962,2023-02-03,Biratnagar-Main,Hospital Rd,Drone-HD,4,2277.4489436768467
POS-03963,2023-07-02,Butwal-Chowk,Traffic Chowk E,4K-TV,8,1667.3261416469984
POS-03964,2023-02-26,Biratnagar-Main,Hospital Rd,VR-Headset,6,1263.6514486113183
POS-03965,2023-05-22,Butwal-Chowk,Traffic Chowk E,Drone-HD,1,1182.2083252427656
POS-03966,2023-09-30,Biratnagar-Main,Hospital Rd,Drone-HD,6,1843.659231525196
POS-03967,2023-02-11,Biratnagar-Main,Hospital Rd,Gaming-Console,9,4950.505622946807
POS-03968,2023-06-01,Kathmandu-DurbarMarg,King's Way 101,Solar-Battery,9,1292.6767446084436
POS-03969,2023-12-07,Lalitpur-Patan,Pulchowk Rd,VR-Headset,6,3917.4516171643777
POS-03970,2023-04-10,Lalitpur-Patan,Pulchowk Rd,VR-Headset,4,1976.9690704846016
POS-03971,2023-11-16,Pokhara-Lakeside,Baidam Street 6,4K-TV,4,4988.239650061898
POS-03972,2023-02-26,Lalitpur-Patan,Pulchowk Rd,Drone-HD,8,2691.135199200812
POS-03973,2023-08-26,Lalitpur-Patan,Pulchowk Rd,Solar-Battery,8,1977.8825718225798
POS-03974,2023-03-05,Lalitpur-Patan,Pulchowk Rd,Gaming-Console,2,4901.825308886649
POS-03975,2023-08-20,Butwal-Chowk,Traffic Chowk E,VR-Headset,1,2931.266143142029
POS-03976,2023-10-16,Butwal-Chowk,Traffic Chowk E,Solar-Battery,7,2368.071804098043
POS-03977,2023-08-29,Pokhara-Lakeside,Baidam Street 6,Drone-HD,1,3848.783713355687
POS-03978,2023-04-24,Biratnagar-Main,Hospital Rd,Drone-HD,8,3444.7377862852322
POS-03979,2023-03-29,Pokhara-Lakeside,Baidam Street 6,4K-TV,7,4425.6018399494
POS-03980,2023-12-18,Biratnagar-Main,Hospital Rd,VR-Headset,3,1887.1803660109435
POS-03981,2023-07-29,Butwal-Chowk,Traffic Chowk E,Smart-Hub,3,3268.4000531036645
POS-03982,2023-07-24,Butwal-Chowk,Traffic Chowk E,Gaming-Console,6,4895.388553081757
POS-03983,2023-05-11,Lalitpur-Patan,Pulchowk Rd,Smart-Hub,1,3565.9311041060478
POS-03984,2023-12-01,Pokhara-Lakeside,Baidam Street 6,VR-Headset,5,1751.798713033159
POS-03985,2023-08-26,Kathmandu-DurbarMarg,King's Way 101,VR-Headset,8,3933.8915332824226
POS-03986,2023-06-01,Biratnagar-Main,Hospital Rd,Solar-Battery,4,4862.249168576063
POS-03987,2023-07-05,Biratnagar-Main,Hospital Rd,Gaming-Console,9,700.5716912106966
POS-03988,2023-03-15,Biratnagar-Main,Hospital Rd,VR-Headset,9,345.3121384355526
POS-03989,2023-10-11,Butwal-Chowk,Traffic Chowk E,Gaming-Console,8,1171.884153441037
POS-03990,2023-05-16,Pokhara-Lakeside,Baidam Street 6,Solar-Battery,2,1011.1118260725532
POS-03991,2023-06-20,Pokhara-Lakeside,Baidam Street 6,4K-TV,1,4117.911976003377
POS-03992,2023-05-31,Lalitpur-Patan,Pulchowk Rd,Drone-HD,7,4063.2469267254355
POS-03993,2023-05-20,Lalitpur-Patan,Pulchowk Rd,VR-Headset,8,2826.9495102411306
POS-03994,2023-12-19,Pokhara-Lakeside,Baidam Street 6,Solar-Battery,1,391.7490646040102
POS-03995,2023-07-29,Biratnagar-Main,Hospital Rd,4K-TV,2,4113.523047191428
POS-03996,2023-07-14,Pokhara-Lakeside,Baidam Street 6,Drone-HD,6,3702.7089542623885
POS-03997,2023-11-07,Lalitpur-Patan,Pulchowk Rd,Smart-Hub,7,2185.775869478735
POS-03998,2023-08-30,Pokhara-Lakeside,Baidam Street 6,Smart-Hub,2,256.94302888389564
POS-03999,2023-08-25,Kathmandu-DurbarMarg,King's Way 101,Gaming-Console,2,2975.8740923456644
POS-04000,2023-04-28,Pokhara-Lakeside,Baidam Street 6,4K-TV,3,2150.083131615147
POS-04001,2023-04-21,Butwal-Chowk,Traffic Chowk E,Solar-Battery,4,4577.461302050383
POS-04002,2023-08-10,Lalitpur-Patan,Pulchowk Rd,Solar-Battery,1,88.39767371894925
POS-04003,2023-11-04,Pokhara-Lakeside,Baidam Street 6,4K-TV,5,3757.157692152828
POS-04004,2023-06-14,Pokhara-Lakeside,Baidam Street 6,Smart-Hub,9,4211.556087887315
POS-04005,2023-10-01,Pokhara-Lakeside,Baidam Street 6,4K-TV,7,3184.6168435881827
POS-04006,2023-07-18,Biratnagar-Main,Hospital Rd,Gaming-Console,8,1450.8621603999682
POS-04007,2023-07-04,Lalitpur-Patan,Pulchowk Rd,Smart-Hub,8,1687.309024779143
POS-04008,2023-06-03,Butwal-Chowk,Traffic Chowk E,VR-Headset,1,1621.4491996157453
POS-04009,2023-02-16,Biratnagar-Main,Hospital Rd,Drone-HD,3,3116.456427621218
POS-04010,2023-07-31,Butwal-Chowk,Traffic Chowk E,VR-Headset,5,1186.974754860285
POS-04011,2023-07-18,Lalitpur-Patan,Pulchowk Rd,Smart-Hub,8,-66.39411092317654
POS-04012,2023-01-17,Butwal-Chowk,Traffic Chowk E,Drone-HD,8,238.83021100992391
POS-04013,2023-10-03,Butwal-Chowk,Traffic Chowk E,Drone-HD,7,588.1845469301512
POS-04014,2023-07-24,Biratnagar-Main,Hospital Rd,VR-Headset,1,2323.43390554703
POS-04015,2023-06-24,Biratnagar-Main,Hospital Rd,Smart-Hub,9,2300.4131035051346
POS-04016,2023-02-01,Kathmandu-DurbarMarg,King's Way 101,Solar-Battery,6,27.64351173670653
POS-04017,2023-02-12,Butwal-Chowk,Traffic Chowk E,Gaming-Console,5,100.87501258042136
POS-04018,2023-10-27,Lalitpur-Patan,Pulchowk Rd,Gaming-Console,2,1455.8388214593222
POS-04019,2023-05-16,Butwal-Chowk,Traffic Chowk E,Drone-HD,4,3445.130419146647
POS-04020,2023-12-26,Butwal-Chowk,Traffic Chowk E,Solar-Battery,1,628.8796063503895
POS-04021,2023-09-13,Kathmandu-DurbarMarg,King's Way 101,Gaming-Console,9,184.3458039534608
POS-04022,2023-08-09,Pokhara-Lakeside,Baidam Street 6,VR-Headset,4,4483.661015322565
POS-04023,2023-06-09,Biratnagar-Main,Hospital Rd,VR-Headset,5,2816.0943508049313
POS-04024,2023-03-16,Biratnagar-Main,Hospital Rd,4K-TV,1,2747.5374508047903
POS-04025,2023-11-10,Lalitpur-Patan,Pulchowk Rd,VR-Headset,9,2951.005023271291
POS-04026,2023-02-08,Lalitpur-Patan,Pulchowk Rd,VR-Headset,3,3147.114656002921
POS-04027,2023-09-19,Kathmandu-DurbarMarg,King's Way 101,Gaming-Console,4,2586.4815900978947
POS-04028,2023-11-30,Lalitpur-Patan,Pulchowk Rd,4K-TV,7,1129.9563512086393
POS-04029,2023-11-09,Butwal-Chowk,Traffic Chowk E,Gaming-Console,1,3572.999707826358
POS-04030,2023-04-27,Lalitpur-Patan,Pulchowk Rd,VR-Headset,3,4922.163014015168
POS-04031,2023-03-08,Pokhara-Lakeside,Baidam Street 6,Drone-HD,2,1112.776014357419
POS-04032,2023-05-18,Biratnagar-Main,Hospital Rd,4K-TV,4,3796.93834174735
POS-04033,2023-11-20,Kathmandu-DurbarMarg,King's Way 101,Gaming-Console,7,2057.5315273165716
POS-04034,2023-06-21,Lalitpur-Patan,Pulchowk Rd,VR-Headset,7,1623.4850519867905
POS-04035,2023-04-03,Lalitpur-Patan,Pulchowk Rd,Smart-Hub,8,2238.8609450912977
POS-04036,2023-01-23,Lalitpur-Patan,Pulchowk Rd,Gaming-Console,3,3804.2577087928453
POS-04037,2023-12-03,Pokhara-Lakeside,Baidam Street 6,4K-TV,3,3057.0232106187186
POS-04038,2023-12-04,Pokhara-Lakeside,Baidam Street 6,Solar-Battery,5,3526.2623068803987
POS-04039,2023-07-31,Lalitpur-Patan,Pulchowk Rd,Smart-Hub,9,2821.740311007425
POS-04040,2023-05-29,Pokhara-Lakeside,Baidam Street 6,Gaming-Console,6,1400.5479949139692
POS-04041,2023-11-14,Pokhara-Lakeside,Baidam Street 6,Smart-Hub,9,1881.2799284428163
POS-04042,2023-05-19,Butwal-Chowk,Traffic Chowk E,Drone-HD,2,3215.853603567954
POS-04043,2023-10-12,Kathmandu-DurbarMarg,King's Way 101,Solar-Battery,7,1219.116331508068
POS-04044,2023-12-12,Lalitpur-Patan,Pulchowk Rd,Smart-Hub,5,-82.02455506572812
POS-04045,2023-11-10,Pokhara-Lakeside,Baidam Street 6,4K-TV,5,216.3587499483511
POS-04046,2023-05-10,Biratnagar-Main,Hospital Rd,Drone-HD,7,161.18183813520375
POS-04047,2023-07-23,Biratnagar-Main,Hospital Rd,Drone-HD,8,4572.287951240512
POS-04048,2023-11-19,Lalitpur-Patan,Pulchowk Rd,Smart-Hub,3,847.7756758833038
POS-04049,2023-12-18,Pokhara-Lakeside,Baidam Street 6,Gaming-Console,7,82.27280191881573
POS-04050,2023-11-24,Kathmandu-DurbarMarg,King's Way 101,4K-TV,1,1931.7235259075944
POS-04051,2023-11-12,Biratnagar-Main,Hospital Rd,4K-TV,9,2742.210659729015
POS-04052,2023-10-27,Butwal-Chowk,Traffic Chowk E,VR-Headset,1,1585.8141871260896
POS-04053,2023-11-01,Lalitpur-Patan,Pulchowk Rd,Solar-Battery,6,1516.9800687181466
POS-04054,2023-09-20,Pokhara-Lakeside,Baidam Street 6,Smart-Hub,4,4323.024888903197
POS-04055,2023-01-31,Pokhara-Lakeside,Baidam Street 6,Smart-Hub,9,1080.4103578714764
POS-04056,2023-09-01,Pokhara-Lakeside,Baidam Street 6,4K-TV,5,548.6447292370285
POS-04057,2023-11-06,Kathmandu-DurbarMarg,King's Way 101,4K-TV,4,4437.07729533993
POS-04058,2023-12-05,Biratnagar-Main,Hospital Rd,4K-TV,2,1422.3251916124068
POS-04059,2023-08-27,Pokhara-Lakeside,Baidam Street 6,4K-TV,3,3090.66465421292
POS-04060,2023-12-18,Lalitpur-Patan,Pulchowk Rd,VR-Headset,3,1006.3557910781155
POS-04061,2023-04-23,Pokhara-Lakeside,Baidam Street 6,Solar-Battery,2,3271.3976821888637
POS-04062,2023-10-22,Kathmandu-DurbarMarg,King's Way 101,VR-Headset,9,4705.9544719806845
POS-04063,2023-07-30,Kathmandu-DurbarMarg,King's Way 101,Gaming-Console,5,127.71363054000031
POS-04064,2023-12-17,Pokhara-Lakeside,Baidam Street 6,Gaming-Console,4,3215.264310929014
POS-04065,2023-01-16,Kathmandu-DurbarMarg,King's Way 101,VR-Headset,4,2202.9063129146275
